DEPTH,GR ,PEFZ,RT_HRLT ,RHOZ,TNPH,DTCO,DTSM_fast,DTSM_slow
ft,GAPI,PE,ohms,g/cc,V/V,ft/s,ft/s,ft/s
10350,61.0253,10,2.412922821,2.6245,0.1226,55.4881,106.7354,108.5056
10350.5,62.6672,10,2.331615956,2.6435,0.1102,55.4526,104.1574,105.1095
10351,65.6796,10,1.989707381,2.6575,0.0956,55.5384,100.8745,102.8926
10351.5,65.785,10,2.270490873,2.6702,0.0816,54.0831,98.0415,99.6777
10352,59.5805,10,2.843247483,2.6937,0.0724,53.8515,95.4804,97.0179
10352.5,51.8293,10,2.717991779,2.7001,0.0881,55.4072,93.8623,94.4533
10353,42.5922,10,2.089355717,2.6866,0.1071,56.7814,98.2373,99.0188
10353.5,39.9542,10,1.808982966,2.6573,0.1235,62.1759,105.7084,106.8766
10354,35.0135,10,1.863249678,2.6342,0.1429,64.545,112.0517,112.5676
10354.5,36.2382,10,1.713864195,2.6198,0.1473,65.1368,113.9444,114.5434
10355,43.6855,10,1.869485766,2.6167,0.1345,63.9432,112.3927,113.8694
10355.5,50.9045,10,2.216414264,2.6327,0.1212,60.3322,111.0891,112.1626
10356,54.3128,10,2.086929024,2.6588,0.1211,58.6643,109.8801,110.9094
10356.5,59.646,10,1.604332993,2.6792,0.1297,56.8779,109.1392,110.5662
10357,62.7246,10,1.699505593,2.6773,0.1316,56.6837,110.0472,111.9988
10357.5,63.3777,10,1.661506963,2.6748,0.1293,56.6862,110.6039,112.1188
10358,60.8395,10,1.722468563,2.6697,0.1216,56.3422,111.0198,112.0029
10358.5,58.1703,10,1.739317547,2.6607,0.12,55.8131,111.1128,111.7862
10359,55.3193,10,1.706417341,2.648,0.1187,55.6523,110.8868,111.0638
10359.5,51.6306,10,1.541239663,2.6357,0.1204,55.8361,109.542,110.3638
10360,49.6809,10,1.709340358,2.6382,0.1198,55.815,107.0858,109.2069
10360.5,50.7357,10,1.640653332,2.6502,0.121,55.8186,105.7598,106.4436
10361,53.3362,10,1.688923241,2.6532,0.1183,56.0468,105.599,106.5678
10361.5,53.3447,10,1.681155275,2.6432,0.1202,56.1059,105.8156,106.6343
10362,50.8386,10,1.727894892,2.6239,0.1237,55.8399,105.0273,106.831
10362.5,47.4142,10,1.932802405,2.6118,0.1299,55.884,104.6687,105.7856
10363,45.7375,10,1.851765749,2.6058,0.14,55.9853,104.5442,105.9246
10363.5,46.6176,10,1.725714849,2.6047,0.1544,56.09,105.0109,105.6033
10364,48.5643,10,1.555009759,2.6059,0.1567,56.2576,103.6173,104.9809
10364.5,52.9541,10,1.378772069,2.6049,0.1623,56.1359,102.7229,103.9914
10365,60.3938,10,1.627010286,2.6064,0.1733,56.2656,102.1687,102.1952
10365.5,66.6934,10,2.126609939,2.6237,0.1611,56.3029,101.4225,102.2848
10366,67.2133,10,2.096314448,2.6467,0.1462,56.762,101.8974,103.7412
10366.5,59.8646,10,1.722977603,2.6639,0.1331,57.5316,103.6999,105.7433
10367,48.5074,10,1.686436054,2.668,0.1349,57.8104,105.8443,107.8432
10367.5,38.5204,10,1.966570182,2.68,0.1236,57.5788,107.6793,108.4077
10368,33.5082,10,2.215392196,2.693,0.1004,56.7879,102.0217,103.1018
10368.5,33.889,10,2.406125444,2.699,0.0846,56.0969,99.6355,101.3526
10369,34.4624,10,2.322813664,2.6851,0.0836,55.8598,99.5942,101.3205
10369.5,32.6815,10,1.969316647,2.6572,0.0839,56.0086,100.2288,100.5684
10370,30.4993,10,1.937074846,2.6406,0.0726,56.2979,96.1643,98.0563
10370.5,30.7447,10,1.989829659,2.6354,0.0651,56.7842,94.2935,95.2035
10371,36.367,10,2.075797977,2.6384,0.0671,57.317,97.6165,99.1902
10371.5,45.293,10,2.189070133,2.6378,0.0893,57.5405,102.9377,103.2607
10372,53.4187,10,2.185225313,2.6402,0.1221,57.5581,105.3681,107.3576
10372.5,56.5876,10,2.317827123,2.6577,0.1489,57.3617,109.8921,110.7287
10373,55.9538,10,2.387577921,2.6669,0.1452,56.9965,107.653,108.0063
10373.5,54.324,10,2.434540323,2.6773,0.1321,56.3192,109.9138,110.9432
10374,52.278,10,2.288818445,2.671,0.1201,55.586,106.7002,107.6359
10374.5,51.697,10,2.254724466,2.6638,0.11,55.2695,101.4603,108.7956
10375,45.9813,10,2.149459294,2.6517,0.1007,55.1312,100.2664,105.8346
10375.5,43.143,10,2.242592606,2.6396,0.0977,55.6608,100.5362,101.9106
10376,42.3285,10,2.229375655,2.6316,0.0991,57.3942,99.0093,100.0804
10376.5,43.5727,10,1.97533253,2.6275,0.1062,57.9429,97.1263,97.8058
10377,45.263,10,1.789015621,2.6247,0.1164,58.0443,95.6141,96.142
10377.5,47.1017,10,1.673036582,2.6261,0.1188,57.3389,92.8373,93.7413
10378,48.4129,10,1.659082924,2.625,0.1198,56.0564,94.4754,95.6262
10378.5,49.5409,10,1.868694976,2.6242,0.1225,55.7461,99.3609,100.1343
10379,50.7352,10,2.03925346,2.6269,0.1298,56.3018,100.8192,101.7332
10379.5,50.7604,10,1.934514611,2.6286,0.132,56.767,102.6629,102.8042
10380,48.0033,10,1.810549048,2.6195,0.129,56.8301,101.1722,102.2132
10380.5,42.1427,10,1.787660926,2.6037,0.1134,56.5715,100.3096,101.3625
10381,36.1382,10,1.765742297,2.5869,0.1035,56.2945,98.5601,98.7153
10381.5,31.9901,10,1.719786891,2.5794,0.0977,55.8515,97.3456,98.1895
10382,30.9885,10,1.689399439,2.577,0.1001,55.4427,95.9523,96.248
10382.5,31.5631,10,1.637492732,2.5776,0.1014,55.4533,96.6056,97.0866
10383,32.2241,10,1.617835607,2.5855,0.1059,55.6869,98.5111,99.59
10383.5,31.9898,10,1.63437851,2.5777,0.1118,55.8456,99.4121,100.1135
10384,31.8391,10,1.642114173,2.5639,0.118,55.9113,98.8137,100.5856
10384.5,31.7419,10,1.677872375,2.5505,0.1185,56.1806,98.8933,100.4141
10385,31.9485,10,1.64423863,2.5488,0.1207,56.6614,99.9096,100.8959
10385.5,32.9341,10,1.668502396,2.5751,0.1197,57.0916,101.5146,102.1775
10386,33.8434,10,1.71936278,2.5986,0.116,57.2037,102.9864,103.586
10386.5,34.5522,10,1.691634843,2.6129,0.1144,55.9195,103.4989,104.3367
10387,34.6311,10,1.770969035,2.5958,0.1167,54.909,103.0473,104.0741
10387.5,34.3783,10,1.550246703,2.5745,0.1205,55.2634,101.9546,103.3722
10388,34.2612,10,1.597671058,2.5674,0.1186,55.8381,101.3723,102.5911
10388.5,34.315,10,1.72660986,2.5752,0.1132,56.4498,101.363,101.8791
10389,34.9465,10,1.716811882,2.597,0.1103,56.9559,100.9746,101.4228
10389.5,35.5697,10,1.687348785,2.6025,0.1143,57.0704,100.8023,101.0752
10390,35.7361,10,1.612455364,2.5857,0.1186,56.6475,100.7991,101.6954
10390.5,36.0665,10,1.533203724,2.5581,0.1153,56.0731,100.7032,102.9546
10391,36.1213,10,1.555160979,2.5495,0.1109,55.2648,100.945,103.7353
10391.5,35.4735,10,1.630464488,2.5648,0.1114,54.3611,101.7903,104.1602
10392,34.2538,10,1.691815016,2.6062,0.1184,53.1513,103.1884,104.7331
10392.5,34.641,10,1.664613774,2.6414,0.1223,51.704,104.4838,105.4721
10393,36.3797,10,1.771247849,2.655,0.1271,52.3924,104.7996,105.3256
10393.5,35.4818,10,1.690258118,2.6332,0.1244,57.9358,103.4782,103.4881
10394,32.8888,10,1.554328011,2.5968,0.1054,62.4868,99.8504,100.762
10394.5,33.0569,10,1.574061378,2.5813,0.086,61.2222,97.4617,99.1029
10395,37.5798,10,1.576900849,2.5772,0.0765,56.6774,94.473,97.1175
10395.5,38.3067,10,1.562015541,2.5835,0.078,57.1399,93.7564,97.1802
10396,36.6602,10,1.54132708,2.5796,0.0882,57.5417,95.7526,99.5808
10396.5,35.9651,10,1.581066298,2.5705,0.1044,57.9809,99.1602,102.8069
10397,35.6315,10,1.6462439,2.574,0.1143,59.3109,102,105.185
10397.5,36.5349,10,1.647454369,2.5791,0.1209,59.982,103.973,104.5556
10398,37.0312,10,1.6267129,2.5896,0.1164,59.5051,104.2769,106.1974
10398.5,37.0093,10,1.597285923,2.5874,0.1111,59.19,103.0263,104.6831
10399,37.4628,10,1.556056331,2.5936,0.1,59.0836,101.1124,102.5229
10399.5,38.0877,10,1.592211189,2.5956,0.0976,58.9162,100.1098,100.367
10400,39.1096,10,1.553608777,2.5947,0.0976,57.857,99.7614,100.1326
10400.5,40.806,10,1.561598629,2.5813,0.0992,56.7901,100.0393,100.4515
10401,40.7963,10,1.690494666,2.5749,0.0967,56.4477,100.2459,100.8977
10401.5,38.8556,10,1.914330461,2.5789,0.0948,56.4115,100.3568,101.8551
10402,36.6457,10,1.918840997,2.5819,0.0972,56.788,100.7013,103.2375
10402.5,37.5476,10,1.547745177,2.5798,0.0991,56.9192,102.3359,104.0182
10403,39.7481,10,1.546585844,2.5769,0.0967,56.8841,103.5918,103.956
10403.5,41.3306,10,1.572794955,2.5865,0.0952,56.8733,103.1609,103.9253
10404,42.8952,10,1.607703733,2.5992,0.1007,56.9253,102.247,103.4945
10404.5,43.5777,10,1.618418397,2.608,0.1102,56.8346,101.2975,101.9189
10405,42.2814,10,1.623476718,2.6042,0.1115,56.0912,100.3268,101.264
10405.5,38.6485,10,1.662239201,2.5957,0.1109,55.6452,99.2338,100.75
10406,35.8972,10,1.69192891,2.5948,0.1071,55.7048,99.0807,99.7589
10406.5,34.613,10,1.670970928,2.5929,0.1032,55.7973,98.6225,99.8966
10407,33.3583,10,1.636923978,2.6015,0.1014,56.1478,97.4531,100.2751
10407.5,31.7023,10,1.655384337,2.6216,0.0983,56.4012,96.6736,101.2905
10408,31.3865,10,1.808848101,2.6455,0.096,56.5169,96.9476,102.1568
10408.5,31.8066,10,1.9497217,2.6627,0.0919,56.4944,98.1077,102.3101
10409,32.7221,10,1.817704824,2.6533,0.0857,56.1314,99.2565,102.1298
10409.5,32.6663,10,1.807067335,2.6335,0.0756,55.6013,99.7608,100.1034
10410,33.1203,10,1.68646645,2.6172,0.0641,55.3486,98.2139,98.78
10410.5,34.4091,10,1.650560059,2.609,0.0593,55.5145,96.0249,96.3911
10411,35.2528,10,1.676953194,2.6131,0.0618,56.4839,93.4852,93.5554
10411.5,36.2657,10,1.698433754,2.6141,0.0723,57.8426,91.6724,92.4309
10412,37.5742,10,1.701926152,2.616,0.0851,57.6234,92.4476,93.1446
10412.5,38.8138,10,1.701969285,2.6232,0.0943,56.8563,96.0095,96.0286
10413,39.7695,10,1.709176645,2.6291,0.0981,56.5835,98.86,99.4979
10413.5,40.1041,10,1.741385629,2.6378,0.0958,56.2645,100.9022,100.9697
10414,40.4292,10,1.874550233,2.6463,0.094,56.4932,100.7547,102.0975
10414.5,41.1212,10,2.04738664,2.6562,0.0924,56.622,100.1714,101.1731
10415,41.6092,10,2.217830452,2.6588,0.091,56.0303,99.4756,99.9811
10415.5,40.2412,10,2.332335429,2.6549,0.0862,55.5669,98.4977,99.3287
10416,36.9172,10,2.232104766,2.6548,0.0787,55.5782,97.6122,98.1445
10416.5,33.438,10,1.831729677,2.6521,0.0687,55.7704,96.6999,96.7447
10417,31.611,10,1.772185235,2.643,0.061,55.7302,95.5653,95.5954
10417.5,32.344,10,1.798689999,2.619,0.0572,55.7174,94.8134,95.0026
10418,33.9369,10,1.820878326,2.6026,0.0597,56.5765,95.1901,95.4617
10418.5,35.292,10,1.662684184,2.5884,0.0674,56.9305,95.954,97.7496
10419,40.8741,10,1.955434699,2.5867,0.0813,56.7988,99.1163,102.3755
10419.5,52.8732,10,2.1490355,2.5921,0.1066,57.3476,105.4017,107.7644
10420,69.1182,10,2.103243222,2.6057,0.1428,57.5628,110.9669,112.1965
10420.5,80.3213,10,2.50805126,2.6132,0.1679,57.6784,113.1993,114.9168
10421,78.0441,10,2.800606567,2.6147,0.1639,58.0406,112.2936,113.6018
10421.5,64.8779,10,2.457930922,2.6125,0.1379,57.5284,107.8061,110.3963
10422,51.0714,10,2.518746686,2.6154,0.1479,57.2698,100.6686,107.2914
10422.5,45.8704,10,2.524059332,2.614,0.164,58.2799,98.3053,102.5803
10423,47.6626,10,2.492763042,2.6321,0.1759,59.6792,100.2127,102.127
10423.5,49.6535,10,2.525788175,2.6577,0.162,60.8089,101.1857,104.9368
10424,49.163,10,3.001504393,2.6788,0.15,60.8331,99.9911,105.73
10424.5,46.2008,10,2.838725457,2.6786,0.145,59.5999,99.9187,100.8144
10425,41.3729,10,2.815007013,2.6642,0.124,58.2484,97.6743,99.4322
10425.5,37.6611,10,2.642231581,2.6549,0.1045,57.991,98.4489,99.4634
10426,36.8352,10,2.613205236,2.6488,0.1002,59.1638,100.8523,102.1926
10426.5,40.3507,10,2.679480409,2.6483,0.1134,61.0137,103.4056,104.4463
10427,44.7708,10,2.691438069,2.6442,0.1323,61.6848,104.3685,104.7002
10427.5,47.2494,10,2.714570232,2.6416,0.1426,61.0919,103.4196,104.5923
10428,47.7404,10,2.649588253,2.6289,0.1407,60.9364,103.6953,105.7204
10428.5,46.3087,10,2.669054085,2.6139,0.1393,61.5105,104.7583,107.2963
10429,45.7721,10,2.540419704,2.6079,0.1351,63.7309,105.7094,108.2886
10429.5,46.6844,10,2.474952919,2.6119,0.1361,67.5726,106.6579,108.6564
10430,47.3477,10,2.98964743,2.6241,0.1403,69.6101,107.4511,108.4371
10430.5,51.2569,10,3.96786815,2.6314,0.1342,69.9208,107.3815,108.4489
10431,50.1987,10,3.713121866,2.6408,0.1198,69.863,106.7731,107.9848
10431.5,45.4061,10,3.683140194,2.651,0.097,64.289,104.0236,106.0342
10432,35.6299,10,3.735213852,2.6594,0.0728,55.8672,101.4936,104.2239
10432.5,28.5931,9.5305,4.39797145,2.657,0.0607,55.7778,100.7308,104.5209
10433,22.9957,8.5397,4.292497747,2.6564,0.0508,52.1673,100.2785,105.2641
10433.5,22.112,8.1505,4.301233632,2.651,0.045,51.5837,99.2745,103.5312
10434,19.4079,8.62,4.346128335,2.6648,0.0429,51.4843,94.2472,98.5123
10434.5,18.5085,9.6108,4.068427811,2.6934,0.0433,50.2043,87.8706,92.5515
10435,19.8725,10,4.362884915,2.7347,0.0488,49.9995,86.3623,89.8826
10435.5,23.9558,10,4.489956231,2.7359,0.0407,51.1456,89.7175,91.4837
10436,28.1915,9.9589,4.614967941,2.7018,0.0374,53.2777,93.1313,94.092
10436.5,28.2083,9.3497,4.372559824,2.6438,0.0298,53.7627,95.4148,96.9985
10437,26.496,8.3453,4.206073707,2.6149,0.0278,52.5924,95.0511,99.1272
10437.5,24.8011,7.1381,4.228009523,2.6179,0.0256,52.5805,93.7138,99.1538
10438,24.8615,6.3622,4.198118558,2.6413,0.0263,51.8523,94.1532,99.6017
10438.5,26.1795,6.0208,4.877839141,2.6653,0.0273,53.4809,95.4482,100.183
10439,28.7723,5.9968,4.466412633,2.666,0.0257,53.9105,96.8843,100.5948
10439.5,28.8305,6.2222,4.408014617,2.6567,0.0241,54.4026,97.1293,100.6458
10440,28.3194,6.4214,4.357161572,2.6494,0.0224,54.7223,96.1331,100.2033
10440.5,26.9764,6.4949,4.394312965,2.6632,0.0228,54.4445,94.7936,99.4966
10441,26.9357,6.4653,4.443761162,2.6831,0.0233,53.9994,94.0282,99.1176
10441.5,25.8804,6.4298,4.408168878,2.6891,0.0232,53.1608,93.8098,99.2111
10442,25.5086,6.3999,4.344684194,2.6704,0.0232,52.548,94.3629,99.9814
10442.5,25.7626,6.2643,4.473856292,2.6512,0.0236,52.4124,94.7476,100.769
10443,28.1763,6.0003,4.720084102,2.6405,0.0246,53.9927,94.8821,100.4833
10443.5,28.4711,5.8256,4.808063369,2.6596,0.0251,54.721,94.8785,99.7928
10444,30.3816,5.7574,4.434779294,2.6926,0.0239,54.6848,94.4311,99.0457
10444.5,29.946,5.8514,4.402334303,2.723,0.0215,54.4962,93.2684,98.0296
10445,30.8586,6.0143,4.413396505,2.7424,0.0194,53.5598,92.136,97.2995
10445.5,26.75,6.3,4.401230581,2.7117,0.0172,53.2361,92.3344,97.8776
10446,24.9176,6.5495,4.3678924,2.6675,0.0189,53.1439,96.1173,98.7583
10446.5,22.6616,6.5132,4.379139021,2.6251,0.0265,52.7511,99.8443,100.9842
10447,29.0336,6.1397,4.409880058,2.6277,0.0431,56.6332,103.2577,103.8498
10447.5,44.2896,5.6241,4.340706595,2.6475,0.0676,59.8476,105.0308,105.0646
10448,58.2386,5.2785,4.334278389,2.6568,0.0841,62.8444,104.7821,104.9746
10448.5,61.4173,5.2087,4.362122864,2.6458,0.0811,63.3645,103.7175,104.0291
10449,54.2677,5.3164,4.328329443,2.6206,0.0622,60.1938,101.9724,102.184
10449.5,45.8723,5.44,4.324541514,2.6015,0.0493,56.9814,101.7668,101.9648
10450,42.3282,5.4324,4.340022704,2.5928,0.0487,56.1884,104.0046,104.2094
10450.5,45.2435,5.2949,4.385303592,2.6016,0.0642,57.974,106.3717,106.6229
10451,56.839,5.1333,4.335764507,2.6157,0.0919,63.8029,109.3307,109.6038
10451.5,68.034,5.1303,4.389048188,2.6254,0.1217,66.8836,110.8764,110.9142
10452,68.2094,5.3221,4.352218418,2.6309,0.1123,66.6628,110.9195,111.3129
10452.5,63.7765,5.4955,4.361154567,2.6267,0.0959,65.218,110.8102,111.0942
10453,58.916,5.5396,4.359495689,2.6193,0.0922,62.7261,108.7689,108.9377
10453.5,58.3589,5.4643,4.358641904,2.6205,0.0942,63.2691,106.6689,107.0557
10454,54.799,5.4094,4.406339166,2.6317,0.0893,62.2642,104.6917,104.7424
10454.5,52.1104,5.3951,4.329442425,2.6439,0.0845,61.6435,103.5353,103.8092
10455,49.1559,5.4037,4.329752696,2.6472,0.0814,60.965,103.1384,103.7023
10455.5,49.2838,5.4299,4.367930189,2.6447,0.0785,61.0134,101.7028,103.1125
10456,49.037,5.4381,4.370797961,2.6461,0.0743,60.6311,101.0122,102.8348
10456.5,50.587,5.4429,4.322094572,2.6356,0.072,59.9585,101.6068,103.1402
10457,50.7001,5.4197,4.260472567,2.617,0.0702,58.6787,103.387,103.5269
10457.5,53.2735,5.3648,4.266438678,2.6004,0.0694,58.7948,104.1094,105.3549
10458,61.5031,5.2886,4.266438678,2.6026,0.0766,62.4177,106.2699,107.7138
10458.5,67.3981,5.3192,4.266438678,2.604,0.0962,65.9955,108.7654,110.4143
10459,67.579,5.4448,4.266438678,2.5952,0.1026,65.7893,110.3197,111.5668
10459.5,59.7688,5.5544,4.266438678,2.5899,0.0971,63.4802,110.9019,110.9117
10460,54.5219,5.4418,4.266438678,2.5949,0.0927,61.7216,111.0047,111.5908
10460.5,58.0416,5.2299,4.266438678,2.618,0.1049,64.6257,111.1261,111.8462
10461,62.7533,5.0722,4.266438678,2.6289,0.1196,66.8928,110.0459,110.7474
10461.5,59.5371,5.1161,4.266438678,2.6292,0.103,66.3138,107.8248,108.6314
10462,50.089,5.2642,4.266438678,2.6186,0.08,62.6995,105.7331,107.5605
10462.5,41.2602,5.3664,4.266438678,2.6054,0.0704,58.8724,107.5105,108.807
10463,49.6821,5.3101,4.266438678,2.598,0.0817,61.3983,110.1214,110.6799
10463.5,66.7004,5.1766,4.266438678,2.5917,0.1131,66.1721,111.3845,111.6744
10464,81.8685,5.0994,4.266438678,2.5996,0.1291,68.4737,112.7646,112.8039
10464.5,77.5657,5.1387,4.266438678,2.6185,0.1125,68.0902,112.8333,112.9265
10465,62.5905,5.2475,4.266438678,2.6337,0.089,64.7885,110.9541,111.2204
10465.5,50.4953,5.3363,4.266438678,2.6526,0.0775,62.4764,107.7568,108.2311
10466,44.3568,5.4807,4.266438678,2.6476,0.0629,60.9339,105.3098,105.9051
10466.5,39.23,5.6932,4.266438678,2.6431,0.0514,58.1859,104.5503,104.8227
10467,39.1639,5.9106,4.266438678,2.6293,0.0543,57.4355,105.7478,106.0185
10467.5,50.8812,5.9316,4.266438678,2.6202,0.0799,61.0033,108.1662,108.5282
10468,66.2596,5.7551,4.266438678,2.6198,0.1125,65.6596,109.5219,109.7373
10468.5,67.6184,5.4896,4.266438678,2.6232,0.1048,66.8657,110.5499,110.559
10469,58.2977,5.3356,4.266438678,2.6328,0.0782,64.5092,109.6444,109.9374
10469.5,48.8835,5.2488,4.266438678,2.6459,0.0614,60.9299,107.2283,108.5897
10470,45.7831,5.2551,4.266438678,2.6621,0.0559,59.4595,104.873,106.174
10470.5,45.2366,5.2858,4.266438678,2.678,0.052,58.9409,102.4645,102.7159
10471,42.8885,5.3665,4.266438678,2.6883,0.0461,58.3096,99.9858,100.1763
10471.5,41.1284,5.5257,4.266438678,2.6965,0.0426,57.3819,98.0052,98.1305
10472,37.4086,5.8238,4.266438678,2.7006,0.0395,56.5671,96.777,97.2788
10472.5,33.5441,6.1126,4.266438678,2.7155,0.0348,55.6034,96.4623,97.6208
10473,29.8367,6.2257,4.266438678,2.7082,0.0333,53.9961,99.8154,101.0193
10473.5,34.4236,6.0586,4.266438678,2.6924,0.042,55.9894,105.0825,105.441
10474,48.7481,5.8554,4.266438678,2.6515,0.0655,60.6984,107.8964,108.0104
10474.5,61.5781,5.6975,4.266438678,2.6241,0.0902,63.2714,109.3514,109.6063
10475,66.925,5.6333,4.266438678,2.6102,0.0943,64.8124,111.3364,111.6081
10475.5,66.4308,5.4624,4.266438678,2.6025,0.0983,64.1374,111.815,111.9578
10476,65.977,5.2488,4.266438678,2.5901,0.1055,64.6757,112.4248,112.6206
10476.5,66.7017,5.0677,4.266438678,2.5849,0.1218,65.6447,112.2319,112.6328
10477,63.494,4.9955,4.266438678,2.5996,0.126,66.3327,111.9889,112.1611
10477.5,61.9962,5.0138,4.266438678,2.6241,0.125,66.3028,112.326,112.3808
10478,60.1668,5.0661,4.266438678,2.6389,0.1209,66.0393,110.8997,110.9532
10478.5,56.2195,5.1574,4.266438678,2.6445,0.1097,64.6629,108.0742,108.5485
10479,51.0085,5.308,4.266438678,2.6491,0.0923,62.4105,105.6675,105.7729
10479.5,42.6864,5.4727,4.266438678,2.6575,0.0768,59.5917,105.284,107.0047
10480,38.1171,5.6629,4.266438678,2.6576,0.0657,57.6848,106.5019,108.492
10480.5,36.0108,5.8228,4.266438678,2.6618,0.0634,57.2762,108.6213,109.7052
10481,36.5696,6.253,4.266438678,2.6699,0.0642,57.1228,111.2494,111.641
10481.5,40.8945,6.9188,4.266438678,2.6756,0.0689,57.7855,115.0996,115.6799
10482,49.2222,7.7742,4.266438678,2.6672,0.0805,62.5497,120.871,121.3007
10482.5,68.5284,7.9925,4.266438678,2.6552,0.1059,72.756,128.6911,129.8265
10483,79.6336,7.223,4.266438678,2.6563,0.1287,80.2292,134.5728,135.2473
10483.5,88.3123,5.8775,4.266438678,2.6616,0.1347,81.0892,134.3661,135.2145
10484,86.394,4.8744,4.266438678,2.6655,0.1253,77.4066,127.8559,128.4612
10484.5,88.1656,4.676,4.266438678,2.6588,0.1226,70.3027,119.4975,119.7135
10485,86.9175,4.9456,4.266438678,2.66,0.1173,67.8981,114.9587,115.2281
10485.5,84.9188,5.1617,4.266438678,2.6623,0.1119,67.8722,113.6013,113.7866
10486,80.0904,5.2099,4.266438678,2.6655,0.105,66.4087,113.2336,113.4074
10486.5,77.2648,5.054,4.266438678,2.6595,0.1042,65.9016,113.5488,113.625
10487,82.1035,4.9103,4.266438678,2.6529,0.1116,67.0335,113.8286,113.9527
10487.5,90.5863,4.8066,4.266438678,2.6482,0.1129,66.8067,114.4888,114.7401
10488,94.3012,4.7778,4.266438678,2.6483,0.1127,67.9591,114.5018,114.7238
10488.5,84.6896,4.8009,4.266438678,2.6217,0.1004,66.2963,112.0706,112.1289
10489,70.8178,4.8613,4.266438678,2.6346,0.0897,63.9685,109.894,109.9587
10489.5,60.6172,4.9332,4.266438678,2.6433,0.0779,62.4941,107.5923,107.754
10490,56.8203,4.9471,4.266438678,2.652,0.0748,60.7669,105.652,105.8705
10490.5,58.848,4.9457,4.266438678,2.6531,0.0739,60.953,105.3614,105.5869
10491,59.7164,4.9438,4.266438678,2.6545,0.0744,61.0771,104.8737,104.9984
10491.5,57.3542,4.9934,4.266438678,2.6542,0.0722,60.7526,104.782,105.0448
10492,51.5911,5.0436,4.266438678,2.6593,0.0691,59.9995,104.1726,104.8513
10492.5,49.522,5.0944,4.266438678,2.6633,0.0673,60.1929,103.4483,104.289
10493,48.025,5.1186,4.266438678,2.6642,0.0663,59.809,102.9248,103.687
10493.5,46.6416,5.1195,4.266438678,2.6639,0.0662,59.609,102.478,103.1468
10494,45.3579,5.0735,4.266438678,2.6624,0.0678,59.293,102.2871,102.6681
10494.5,49.2517,5.0375,4.266438678,2.6589,0.0749,58.2432,103.0554,103.3056
10495,62.4061,5.0404,4.266438678,2.6432,0.0901,60.1434,105.5851,106.5174
10495.5,78.3502,5.0288,4.266438678,2.6245,0.1174,64.5247,109.396,109.9203
10496,95.1138,4.9304,4.266438678,2.6107,0.1305,68.2141,113.2597,113.36
10496.5,99.9845,4.7611,1.888490299,2.6153,0.1283,70.5724,114.8632,116.0169
10497,82.8436,4.6956,1.859689975,2.6251,0.1163,66.9243,113.1398,114.6274
10497.5,68.0865,4.7623,2.116651238,2.6345,0.0996,64.3254,111.3866,112.4819
10498,58.7761,4.8805,2.302449337,2.6375,0.0884,62.6754,110.0201,111.1655
10498.5,56.033,4.9444,2.510095873,2.6404,0.0844,62.2716,107.6666,108.7905
10499,56.2541,4.9698,2.613431849,2.6426,0.0848,62.6115,106.3375,107.4812
10499.5,56.2914,5.0179,2.53578815,2.6439,0.0822,62.7621,105.7579,107.1792
10500,55.7727,5.1062,2.435512309,2.6435,0.0786,62.5341,104.9789,106.7001
10500.5,55.336,5.1874,2.380513876,2.6457,0.0742,61.5389,104.1492,106.1082
10501,55.4419,5.2388,2.344036439,2.6506,0.0694,60.4633,103.2972,105.179
10501.5,53.7174,5.2633,2.380938618,2.6558,0.0664,60.0191,102.8598,104.3442
10502,50.2314,5.3013,2.483100672,2.6543,0.0658,59.8524,102.4165,103.8299
10502.5,46.6238,5.2967,2.543307488,2.6523,0.0648,59.7941,101.992,103.575
10503,45.8435,5.257,2.472292223,2.6503,0.0636,59.5917,101.5327,103.2653
10503.5,46.5353,5.1672,2.317175256,2.6547,0.0625,59.5559,101.4487,103.1456
10504,47.3242,5.143,2.17490024,2.658,0.063,59.877,101.3956,103.0339
10504.5,46.249,5.1555,2.191876995,2.6703,0.0608,59.211,101.4164,103.1443
10505,44.0673,5.1719,2.124470315,2.6815,0.0571,58.5366,101.2811,103.1992
10505.5,47.6099,5.0834,1.806594188,2.6858,0.0568,59.3822,101.028,102.9973
10506,56.7669,4.946,1.598206278,2.6603,0.0693,60.8162,101.4699,103.3643
10506.5,66.1133,4.8134,1.722811388,2.63,0.0837,63.2691,102.8466,104.5288
10507,69.3152,4.8057,1.895150834,2.6053,0.0946,65.3392,104.7921,106.3605
10507.5,70.9445,4.8243,2.199075787,2.6066,0.0935,66.9548,107.1209,108.659
10508,76.4744,4.8274,2.297455194,2.6146,0.102,68.79,108.5063,109.9574
10508.5,80.229,4.8127,2.386300589,2.6194,0.1101,68.3999,110.3264,111.7812
10509,75.0487,4.8571,2.313883875,2.6268,0.1036,65.275,111.894,113.1492
10509.5,61.6885,4.9688,2.143499128,2.6408,0.0795,61.2597,110.4662,111.2082
10510,49.0713,5.088,2.024226984,2.6612,0.0593,58.5101,108.4931,108.9663
10510.5,44.1365,5.1701,1.905963793,2.6715,0.0498,58.4235,105.3886,106.0986
10511,48.3931,5.1894,1.856621844,2.6674,0.0602,59.7135,103.171,103.6354
10511.5,56.9336,5.1073,1.688681299,2.6486,0.0809,61.4151,104.0952,104.1537
