DEPTH,GR ,PEFZ,RT_HRLT ,RHOZ,TNPH,DTCO,DTSM_fast,DTSM_slow
ft,GAPI,PE,ohms,g/cc,V/V,ft/s,ft/s,ft/s
11226.5,95.8598,3.6013,0.608378605,2.5653,0.1395,73.3983,127.1835,127.3303
11227,88.8092,3.5845,0.606437261,2.5688,0.1329,73.397,127.553,127.808
11227.5,84.4804,3.583,0.70271842,2.5718,0.1267,72.6672,126.4091,126.8813
11228,77.512,3.5787,0.846049343,2.5798,0.116,70.977,123.0983,123.8157
11228.5,63.4269,3.563,0.963253364,2.5921,0.0965,68.31,118.7583,119.4892
11229,56.3809,3.5633,0.878781548,2.5971,0.0877,65.8517,113.797,114.0007
11229.5,57.5368,3.5848,0.684160449,2.5826,0.0957,66.0151,114.3733,114.4609
11230,67.343,3.5643,0.609770972,2.5632,0.114,68.1893,117.6141,117.9478
11230.5,73.8219,3.5059,0.572865215,2.5461,0.1274,71.3942,122.3812,122.8
11231,79.0744,3.4358,0.553498542,2.5417,0.13,72.8094,126.3146,126.8254
11231.5,82.8099,3.4132,0.539830062,2.5428,0.1307,73.5433,128.5508,129.1246
11232,84.3759,3.4325,0.55350437,2.5501,0.1341,74.1643,129.9412,130.6029
11232.5,86.0807,3.5034,0.559763871,2.5571,0.1395,74.1295,131.5625,132.3725
11233,88.8193,3.6018,0.560752257,2.5621,0.1441,76.2508,133.6767,134.1519
11233.5,94.113,3.6839,0.606828866,2.5777,0.1534,77.2646,133.6536,133.7692
11234,94.8038,3.734,0.878943075,2.5938,0.1585,75.6887,130.3654,130.7789
11234.5,84.5561,3.711,1.059864329,2.6054,0.1297,73.8089,124.037,124.6132
11235,70.1709,3.6719,1.059054234,2.5934,0.1023,68.7161,117.9748,118.1337
11235.5,58.5171,3.6157,0.844146638,2.5786,0.0856,67.6035,115.2523,115.3602
11236,62.3616,3.615,0.823956185,2.5692,0.0909,68.5589,114.4631,114.6931
11236.5,66.1131,3.6504,0.806101726,2.5685,0.1012,68.9426,116.7291,117.107
11237,72.3515,3.719,0.698370525,2.5675,0.1033,70.5801,120.3633,120.6349
11237.5,79.2774,3.757,0.665279788,2.5688,0.1116,71.653,123.3803,123.5456
11238,87.1624,3.748,0.668108756,2.5736,0.1232,73.9343,127.0155,127.2842
11238.5,92.3968,3.6844,0.679842187,2.5839,0.1337,74.7512,129.1652,129.2914
11239,90.8196,3.6234,0.679956179,2.5875,0.1388,74.5553,130.0726,130.1934
11239.5,88.9183,3.5769,0.679548265,2.5858,0.1397,74.1733,130.0326,130.0674
11240,89.7813,3.5738,0.655402102,2.5808,0.1368,73.9726,128.9729,129.1007
11240.5,93.2623,3.6056,0.744467057,2.5852,0.1343,73.8407,127.2374,127.3841
11241,93.9905,3.651,0.872376104,2.5973,0.1343,70.7024,124.3678,124.4216
11241.5,83.428,3.6661,0.73883508,2.6068,0.1254,69.3072,121.0693,122.0723
11242,75.9145,3.647,0.616802241,2.6009,0.1159,69.3179,119.409,120.3747
11242.5,75.3895,3.6154,0.597508706,2.5868,0.1185,71.021,121.2739,122.4434
11243,84.1691,3.6018,0.614223643,2.5727,0.128,74.0678,124.7933,125.5303
11243.5,90.6227,3.6318,0.606975748,2.5654,0.1369,74.0689,127.4154,127.4332
11244,89.6775,3.7479,0.778006679,2.5755,0.1385,73.4253,127.64,128.2588
11244.5,83.5497,3.9154,0.854800491,2.5984,0.1473,70.175,124.825,125.9484
11245,71.5497,4.0286,0.733464663,2.6179,0.1396,68.4513,122.2224,123.3048
11245.5,70.5539,3.9617,0.641888674,2.6134,0.1274,69.2817,121.2732,122.0035
11246,75.6716,3.7938,0.654390555,2.5848,0.1266,70.9162,123.3108,123.4118
11246.5,85.453,3.6051,0.646990754,2.5683,0.1336,73.6316,125.4676,125.9424
11247,86.7619,3.5324,0.661059066,2.5634,0.1332,73.8764,126.385,127.3925
11247.5,86.7087,3.5378,0.691024261,2.5713,0.1325,73.4921,126.5011,127.7167
11248,84.7192,3.5709,0.666455546,2.5726,0.1353,73.656,126.1527,126.8481
11248.5,85.2842,3.566,0.638080229,2.5724,0.1355,74.0668,126.4144,126.4487
11249,85.935,3.5503,0.635876646,2.5726,0.1358,73.4176,126.6372,126.8454
11249.5,85.7331,3.5986,0.621204333,2.5714,0.1333,73.8155,126.1576,126.5545
11250,82.9032,3.7286,0.839387974,2.582,0.1324,72.6128,123.3855,123.8735
11250.5,76.0484,3.8776,1.127796526,2.6055,0.1249,69.1174,117.8439,118.2257
11251,63.1798,3.9833,1.301215183,2.6299,0.1058,65.2864,111.0997,111.3775
11251.5,51.606,3.9944,1.202457256,2.6296,0.0833,61.2031,106.1862,106.2172
11252,48.6177,3.8933,0.902756103,2.607,0.0728,62.122,105.4774,106.0478
11252.5,59.181,3.7349,0.672504518,2.5804,0.0808,65.7161,109.0147,110.0236
11253,72.8471,3.6005,0.718982219,2.5681,0.0997,70.1918,115.2275,116.3219
11253.5,86.5649,3.5359,0.760010991,2.5688,0.1211,73.0905,121.7433,122.501
11254,94.3698,3.4967,0.741305821,2.5779,0.131,74.6454,126.1271,126.4912
11254.5,98.4726,3.4659,0.724367799,2.5808,0.1341,75.2555,127.1329,127.1341
11255,92.9378,3.4423,0.751203789,2.5702,0.1276,73.9322,124.1334,124.3476
11255.5,82.0988,3.4124,0.787037097,2.5599,0.1041,72.2942,120.0043,120.1542
11256,67.8486,3.3802,0.786399444,2.554,0.0842,69.2362,116.8969,116.9575
11256.5,62.7774,3.3713,0.718841435,2.5568,0.0782,69.0785,116.2627,116.3478
11257,64.1909,3.4087,0.717839196,2.563,0.0933,70.7567,117.0271,117.1479
11257.5,72.7205,3.4734,0.778736574,2.575,0.1081,70.3131,118.0216,118.2168
11258,70.4152,3.5324,0.709784109,2.579,0.1203,69.7446,118.4015,118.5354
11258.5,65.3222,3.5335,0.645454693,2.5651,0.1151,69.8409,118.1306,118.2209
11259,57.4362,3.4772,0.660875624,2.5398,0.1056,70.5121,118.8359,119.0025
11259.5,56.2354,3.368,0.672731004,2.5317,0.1004,71.588,120.3636,120.6073
11260,57.3398,3.3184,0.662849118,2.5358,0.0973,71.9751,121.9558,122.2963
11260.5,68.1073,3.3153,0.685337253,2.5408,0.1015,72.1286,122.9359,123.5786
11261,72.4856,3.3252,0.819855068,2.5353,0.1089,73.2378,122.5886,123.4441
11261.5,71.4155,3.2921,0.93439835,2.5303,0.107,72.0059,121.5136,122.2678
11262,63.186,3.2619,0.784830109,2.5328,0.0979,71.2245,120.8232,121.9698
11262.5,65.5135,3.2683,0.690495728,2.544,0.0967,70.8254,122.1091,123.2044
11263,77.8291,3.3192,0.679218876,2.5591,0.1104,72.8843,125.371,125.8355
11263.5,87.7184,3.3758,0.663957093,2.5644,0.1277,75.5003,126.853,127.3491
11264,87.9203,3.4013,0.707912963,2.558,0.138,75.5244,125.5433,126.7952
11264.5,76.161,3.4045,0.806207456,2.548,0.1378,73.716,122.2847,124.0969
11265,60.616,3.402,0.88570264,2.5504,0.1104,69.6873,118.2137,119.4037
11265.5,49.7904,3.4118,0.825409044,2.561,0.09,67.307,115.5357,115.9339
11266,49.5527,3.3979,0.748111398,2.5645,0.0807,67.3549,113.744,113.9634
11266.5,54.5956,3.3619,0.689502162,2.5567,0.0817,68.1225,113.122,113.1927
11267,59.9104,3.3288,0.634747738,2.548,0.085,69.6002,114.6108,115.1198
11267.5,61.8718,3.3267,0.622066504,2.5487,0.092,70.0289,116.6267,117.3498
11268,61.9069,3.39,0.639544259,2.5562,0.1015,69.5408,119.9955,120.9743
11268.5,64.96,3.5269,0.63624661,2.5614,0.1175,71.5719,124.9977,126.0438
11269,78.5569,3.6774,0.6070994,2.5606,0.1486,75.1696,129.1676,129.863
11269.5,97.2485,3.7492,0.660722555,2.5523,0.1691,77.9247,130.8351,131.0621
11270,102.6417,3.6536,0.753149467,2.5508,0.1794,77.978,128.4741,128.9847
11270.5,90.9672,3.4821,0.890972619,2.55,0.1383,75.5872,124.7621,125.3522
11271,70.9116,3.3283,1.063257905,2.5384,0.1111,72.836,122.1443,122.3474
11271.5,59.145,3.2509,1.151826891,2.5171,0.0918,72.6636,120.8598,121.1283
11272,55.6367,3.2284,1.111817464,2.4901,0.0928,73.9622,120.8278,121.3068
11272.5,55.2514,3.214,1.082849612,2.4811,0.0922,74.4446,121.3449,121.7294
11273,57.6007,3.2106,1.075920878,2.4814,0.093,73.8194,121.4085,121.6027
11273.5,59.0134,3.2026,0.915864118,2.4885,0.0945,73.7429,121.1435,121.2897
11274,60.1544,3.2167,0.865554625,2.4972,0.0986,73.6315,121.6514,121.8123
11274.5,60.7238,3.2517,0.704648897,2.509,0.1047,73.4548,123.4494,123.7513
11275,63.6116,3.323,0.550823357,2.5254,0.111,73.9448,125.7079,126.438
11275.5,70.5593,3.4137,0.570818373,2.5402,0.1176,73.8709,127.8017,128.3024
11276,79.4536,3.5093,0.644649481,2.5532,0.1249,74.4732,128.5535,128.7301
11276.5,80.9572,3.5706,0.736308997,2.5694,0.1315,73.5199,126.488,127.3716
11277,72.6506,3.6236,0.892659486,2.586,0.1209,71.8142,123.769,124.0691
11277.5,62.5295,3.6633,1.021213702,2.6,0.1031,67.9319,120.7559,121.0715
11278,59.7135,3.7251,0.884582978,2.6049,0.0962,68.8424,120.4051,120.5027
11278.5,75.2354,3.7772,0.74124696,2.6064,0.1109,72.0422,124.312,124.9212
11279,90.1721,3.8512,0.696823026,2.6003,0.1452,77.0096,131.8513,133.0032
11279.5,109.9717,3.9096,0.674732119,2.5934,0.1629,82.0624,139.1418,139.7655
11280,116.9957,3.9237,0.647340125,2.5876,0.1799,82.6056,142.2937,142.5796
11280.5,122.4174,3.8681,0.629716046,2.5865,0.1905,81.9686,142.0111,142.2053
11281,117.6381,3.7794,0.664936575,2.5844,0.1826,81.2141,139.2045,139.6158
11281.5,110.7641,3.695,0.720649573,2.5776,0.1675,79.6222,135.7805,137.0293
11282,103.9295,3.6334,0.703430674,2.5671,0.1552,77.716,131.5397,133.4724
11282.5,93.5603,3.5813,0.82895974,2.5622,0.1435,75.2076,127.5952,128.9053
11283,80.8359,3.556,1.012193317,2.5599,0.1289,72.7789,123.7966,124.0626
11283.5,68.9316,3.541,1.145716191,2.5631,0.111,70.4059,119.8244,119.9265
11284,60.984,3.5335,1.167334765,2.5593,0.0965,68.446,116.1458,116.5423
11284.5,57.1259,3.4928,1.179045681,2.5595,0.0915,68.107,114.255,114.7942
11285,55.9393,3.4723,1.152489236,2.5525,0.0908,69.0897,113.9665,114.2793
11285.5,55.9322,3.4865,1.181605804,2.5462,0.091,70.379,114.4912,114.5343
11286,57.4526,3.5082,1.185889338,2.5449,0.0914,70.4879,114.2145,114.3331
11286.5,56.8508,3.538,1.220637029,2.5498,0.0845,69.3344,112.8052,112.9654
11287,56.3388,3.5647,1.271443824,2.5619,0.0768,66.8917,110.3277,110.371
11287.5,56.5571,3.5971,1.171545679,2.574,0.0743,65.3467,108.2436,108.3556
11288,56.5219,3.6218,1.19749586,2.579,0.0773,64.0511,107.6891,108.2827
11288.5,56.9127,3.6288,1.052356069,2.5783,0.08,65.6161,108.8119,109.8452
11289,62.6725,3.6298,0.865609074,2.5748,0.0821,67.6832,111.7491,112.972
11289.5,70.4956,3.6219,0.795080319,2.5778,0.0883,69.9305,115.8574,117.2365
11290,80.7436,3.6149,0.753667305,2.5827,0.1079,72.0467,120.7149,121.6673
11290.5,82.3428,3.6413,0.746905976,2.5818,0.1227,73.0314,124.2848,124.9356
11291,84.947,3.6801,0.73810299,2.5769,0.1376,74.3844,127.5224,128.0515
11291.5,84.7418,3.7044,0.743755612,2.5721,0.1453,75.5041,129.539,130.1143
11292,89.4746,3.6795,0.727339759,2.5724,0.145,75.8991,130.8652,131.7157
11292.5,92.9451,3.656,0.739868102,2.5728,0.1505,76.4928,132.2753,133.1414
11293,99.3798,3.6676,0.786663561,2.5725,0.1578,76.71,133.9628,134.5262
11293.5,104.8401,3.7573,0.819423501,2.5663,0.1663,78.9995,136.8525,137.1774
11294,114.514,3.8743,0.848229156,2.5615,0.179,81.1333,138.4117,138.6134
11294.5,120.1819,3.9965,0.868249221,2.5538,0.1895,81.3899,138.1096,138.3034
11295,121.7049,4.0218,0.879161736,2.5557,0.1798,80.1109,135.2431,135.6097
11295.5,111.3969,3.9641,0.925873165,2.558,0.1599,77.495,131.4439,132.2614
11296,102.3464,3.8648,0.945664121,2.5636,0.142,75.4279,129.0837,130.1759
11296.5,97.5507,3.8463,0.8560331,2.5601,0.1381,76.5033,127.8837,128.5842
11297,102.6791,3.8732,0.960419782,2.566,0.1408,75.7266,127.2486,127.3839
11297.5,102.3146,3.9006,1.006082067,2.5757,0.1488,74.0804,126.3517,126.8989
11298,95.4553,3.8596,0.849762659,2.5908,0.1435,73.443,125.7646,125.8605
11298.5,92.7591,3.828,0.778280289,2.5888,0.1542,73.2383,126.4757,126.9302
11299,95.586,3.8159,0.776278304,2.5795,0.1601,75.931,129.3855,130.2699
11299.5,107.4492,3.8477,0.76847027,2.5656,0.1773,77.6592,132.3852,133.484
11300,116.2953,3.8805,0.780820816,2.5545,0.1666,78.4406,134.9618,136.4143
11300.5,121.688,3.9274,0.790077962,2.5479,0.1705,79.4044,136.2903,137.6214
11301,122.0978,4.0489,0.871488462,2.5505,0.1793,80.0158,136.1459,136.6926
11301.5,117.0301,4.2418,0.966275991,2.5717,0.1851,78.2718,135.0718,135.2893
11302,110.1072,4.4183,0.909558864,2.5974,0.172,76.3564,132.2739,133.804
11302.5,104.9452,4.4295,0.828078429,2.6076,0.1614,75.9664,130.2929,131.5763
11303,99.309,4.2285,0.856849075,2.5993,0.1551,75.6319,129.8826,130.3433
11303.5,101.795,3.9827,0.927469685,2.5806,0.1504,76.8687,128.8876,128.9816
11304,99.6228,3.8037,1.034223247,2.5729,0.1311,76.518,125.8109,126.1178
11304.5,92.9411,3.759,1.062479321,2.5724,0.1045,70.7401,122.555,122.8024
11305,82.6669,3.7611,0.929602159,2.5807,0.0898,69.5136,120.5388,120.8872
11305.5,80.6852,3.7758,0.833833723,2.5893,0.0904,71.5995,120.4243,121.4134
11306,93.2819,3.7717,0.970446046,2.595,0.1089,73.8821,122.0527,123.0497
11306.5,98.0344,3.7421,1.076228888,2.5958,0.118,72.851,123.2753,123.6933
11307,93.1904,3.718,0.989033033,2.5916,0.1149,71.871,123.9543,124.0086
11307.5,86.4515,3.7283,0.826564372,2.5849,0.1296,72.0315,124.3322,124.4721
11308,92.5393,3.7689,0.829124549,2.5761,0.1599,74.8568,125.7597,125.7849
11308.5,104.0048,3.7984,1.008602726,2.5721,0.1757,77.6107,125.2319,125.7421
11309,99.473,3.8552,1.236304685,2.5739,0.1368,73.1748,120.5404,121.4099
11309.5,81.6047,4.0043,1.42773759,2.5786,0.1015,67.3456,113.1526,114.4803
11310,60.3703,4.1999,1.426771597,2.5951,0.0821,62.1974,104.4742,106.0533
11310.5,46.8838,4.3165,1.484646282,2.6194,0.0708,57.0471,100.0122,100.8775
11311,43.9169,4.3139,1.311345008,2.6342,0.0663,55.8456,99.6167,100.0596
11311.5,54.2765,4.2047,0.992563105,2.6278,0.0662,59.248,103.2212,103.2312
11312,72.3402,4.0311,0.865018648,2.5975,0.0768,65.8042,110.1247,111.6254
11312.5,93.9344,3.8946,0.758418453,2.5768,0.1056,73.1897,119.395,120.5625
11313,104.4909,3.8863,0.874445113,2.5823,0.1259,76.4451,122.538,122.5695
11313.5,97.943,4.0197,1.119484527,2.6072,0.1114,72.8428,118.4192,118.9764
11314,78.6152,4.0492,1.266545894,2.6327,0.0891,66.6612,112.3914,113.0071
11314.5,61.1483,3.9773,1.084982502,2.6216,0.0835,63.3679,112.4564,112.7212
11315,61.7427,3.7944,0.854560045,2.6013,0.094,65.2804,118.4375,118.6475
11315.5,77.4233,3.6445,0.727412495,2.5809,0.1083,70.3863,123.8567,124.2913
11316,90.8015,3.533,0.672479777,2.5751,0.1356,73.9225,127.7464,128.9774
11316.5,97.3322,3.4817,0.695495423,2.5745,0.1363,74.1302,126.0287,126.6583
11317,96.5106,3.4621,0.729355157,2.5774,0.1259,74.1365,124.2114,124.4768
11317.5,91.1684,3.4404,0.85913169,2.5811,0.1233,72.46,122.4943,123.1098
11318,82.5319,3.405,0.896007676,2.5854,0.1159,69.7894,121.9345,122.6296
11318.5,75.618,3.3988,0.778295412,2.5881,0.1226,70.1631,122.9594,123.7382
11319,84.362,3.4636,0.727537353,2.5844,0.1369,71.1632,126.4268,127.088
11319.5,98.4634,3.5623,0.703496695,2.5775,0.1602,75.4917,129.5797,129.7807
11320,110.9068,3.6399,0.711997181,2.5759,0.1551,77.471,131.5679,131.9994
11320.5,110.1815,3.6433,0.724201705,2.5786,0.1516,76.7869,132.2012,133.267
11321,110.4207,3.5802,0.754913545,2.5804,0.1482,76.1481,130.0297,131.5275
11321.5,103.3853,3.4861,0.891343961,2.5724,0.1409,75.8176,125.902,127.5342
11322,91.4695,3.387,1.024171532,2.5729,0.1258,71.5913,123.0524,124.4
11322.5,76.8874,3.3716,0.945552186,2.5801,0.1026,69.8686,118.9484,119.7464
11323,77.1203,3.4493,0.749283238,2.5884,0.0928,69.0565,117.371,117.9056
11323.5,84.8327,3.5455,0.719070549,2.5899,0.0984,71.7235,118.5153,119.0246
11324,90.65,3.5639,0.794888486,2.587,0.117,72.6074,120.4381,120.8309
11324.5,82.204,3.4836,0.872675949,2.5879,0.1242,70.7133,121.0811,121.3231
11325,78.5616,3.4312,0.758332472,2.5839,0.1097,70.2179,120.5488,120.6908
11325.5,76.7837,3.4721,0.668647719,2.5761,0.1069,69.9447,120.0887,120.2518
11326,85.0313,3.6253,0.676273009,2.5689,0.1171,71.8786,121.3665,121.6293
11326.5,88.5276,3.8354,0.722275564,2.5661,0.1322,73.4146,124.0405,124.293
11327,90.8134,3.9862,0.7557998,2.5721,0.1346,74.1816,126.4261,126.5544
11327.5,91.0925,3.9964,0.722156018,2.5765,0.1335,74.8656,127.4049,128.3745
11328,95.3475,3.8592,0.685344872,2.5771,0.133,74.5583,127.5125,129.0056
11328.5,92.2966,3.6884,0.647051547,2.5712,0.1308,74.1014,126.6869,128.4994
11329,87.8231,3.5996,0.687152023,2.5656,0.1281,73.1539,126.1804,127.3944
11329.5,78.2509,3.6194,0.752714982,2.57,0.1214,72.1913,124.1133,124.689
11330,74.9338,3.7768,0.981839076,2.5813,0.1173,69.7556,121.2294,121.8358
11330.5,64.1349,3.9742,1.065662981,2.6013,0.1091,65.9553,117.3387,118.075
11331,56.2228,4.126,0.918170254,2.6215,0.1009,64.7701,113.9723,114.2588
11331.5,55.5121,4.1614,0.840025755,2.6356,0.0955,64.7417,111.5861,113.0072
11332,62.3001,4.112,0.774716695,2.6332,0.1022,66.7455,111.5169,114.4899
11332.5,70.189,3.9956,0.691512212,2.6178,0.1078,69.1576,113.9198,116.8756
11333,74.14,3.8341,0.675096863,2.5967,0.1165,70.1606,117.2863,119.2014
11333.5,79.1761,3.6733,0.613019265,2.5784,0.1181,71.1033,120.3856,121.4079
11334,80.4346,3.5378,0.580791931,2.5699,0.1189,71.6822,122.5706,123.2047
11334.5,82.3912,3.4321,0.633259641,2.5685,0.1206,72.3213,124.9058,125.4085
11335,82.8075,3.3699,0.626466428,2.5655,0.1279,73.3337,125.0321,125.3387
11335.5,80.1038,3.3358,0.607936448,2.5576,0.1318,73.0566,123.6364,123.788
11336,70.4655,3.3231,0.617526316,2.5426,0.1201,71.8562,122.3214,122.3699
11336.5,61.4143,3.3003,0.624261773,2.5321,0.1076,70.2995,119.8312,119.9058
11337,57.977,3.2949,0.619731254,2.5254,0.0951,69.3651,118.0666,118.1274
11337.5,58.2748,3.3029,0.613653693,2.5315,0.0932,69.133,117.5504,117.5717
11338,62.8857,3.3214,0.630955725,2.5363,0.0947,69.76,117.9562,118.0921
11338.5,68.0482,3.3458,0.612609786,2.5408,0.0979,70.6036,118.9315,119.2605
11339,70.5998,3.3848,0.584765076,2.5386,0.1041,70.4651,119.9508,120.3501
11339.5,66.7522,3.424,0.610329313,2.5456,0.109,70.4085,120.7974,120.8958
11340,64.8455,3.478,0.658381392,2.5553,0.1076,70.1075,121.2034,121.5647
11340.5,69.6891,3.5197,0.682472254,2.5683,0.1127,70.7978,121.8982,122.6137
11341,76.6353,3.5408,0.647772584,2.5752,0.1257,71.8246,123.5963,124.4988
11341.5,83.3059,3.5443,0.620037416,2.578,0.1406,74.1946,126.6239,127.4581
11342,89.9745,3.5451,0.644901984,2.5796,0.1414,76.1815,128.6847,129.3883
11342.5,98.026,3.518,0.663556576,2.5787,0.1468,76.2879,131.5094,131.8559
11343,94.5287,3.4299,0.636380864,2.5697,0.1436,75.3536,131.5843,131.8413
11343.5,78.3893,3.3067,0.633373304,2.5538,0.1206,72.5436,128.5449,129.2935
11344,59.9494,3.2205,0.642307691,2.5403,0.1038,70.2392,126.1862,126.9415
11344.5,48.2091,3.1649,0.651649429,2.5386,0.0963,69.5983,121.9879,122.8997
11345,47.4851,3.1315,0.652271682,2.5404,0.1019,69.5334,118.9948,120.1233
11345.5,47.9157,3.0924,0.648804618,2.5382,0.1028,69.694,117.5634,118.6942
11346,49.6948,3.0764,0.647059574,2.5283,0.103,69.8325,117.3474,118.1426
11346.5,51.3844,3.0822,0.639461088,2.5178,0.1015,70.0086,117.7171,117.9709
11347,50.9276,3.1031,0.629344858,2.5138,0.1004,70.1669,118.2199,118.223
11347.5,52.582,3.1283,0.620497504,2.5172,0.0988,70.0154,118.685,118.7152
11348,55.9082,3.1585,0.612148157,2.5193,0.0969,70.0094,119.0053,119.0823
11348.5,59.1407,3.18,0.595532375,2.5234,0.0955,69.9352,119.1173,119.1672
11349,63.563,3.2155,0.593100123,2.5276,0.0958,69.5416,118.9226,118.969
11349.5,66.5849,3.2573,0.618915818,2.5416,0.0951,69.7204,118.6379,118.7089
11350,75.4578,3.3343,0.635513905,2.5516,0.0961,70.1549,118.7935,118.8193
11350.5,82.2155,3.3929,0.602008742,2.5577,0.1021,70.8012,119.4635,119.679
11351,85.813,3.3967,0.567718449,2.5578,0.1111,71.772,120.6541,120.9372
11351.5,85.7419,3.3483,0.551744511,2.5528,0.1181,72.2702,122.1276,122.5376
11352,84.1515,3.2944,0.580842669,2.5471,0.124,72.3661,123.5313,124.2381
11352.5,83.0128,3.2964,0.606191911,2.5462,0.1274,73.0603,124.7581,125.6298
11353,81.8724,3.3584,0.600127648,2.5509,0.1297,72.8391,125.7943,126.7145
11353.5,82.4056,3.4584,0.651507218,2.5638,0.1264,73.2275,126.5147,127.4229
11354,81.2658,3.5615,0.700756054,2.5741,0.127,72.5275,126.6929,127.5145
11354.5,78.6106,3.5934,0.680699117,2.5833,0.1225,70.7695,125.9416,126.55
11355,73.5721,3.5403,0.646336371,2.5834,0.1164,70.4206,124.2237,124.8131
11355.5,74.6112,3.4499,0.627891813,2.573,0.115,70.7892,122.3889,122.9354
11356,76.3521,3.37,0.623081434,2.5623,0.119,72.5025,121.7573,122.0693
11356.5,78.7208,3.3315,0.65366703,2.556,0.1231,72.9045,122.7737,122.9605
11357,78.7092,3.304,0.662010202,2.5537,0.1229,73.09,124.4099,124.5142
11357.5,79.1229,3.288,0.591412126,2.5478,0.1234,72.7781,125.4843,125.7089
11358,74.4599,3.2746,0.57182199,2.5416,0.1221,72.3366,125.3238,125.4532
11358.5,68.3402,3.2684,0.619665783,2.5404,0.1085,71.0092,123.7644,123.9484
11359,60.4559,3.2719,0.650784985,2.5449,0.0986,69.8638,121.68,121.9671
11359.5,60.1217,3.2837,0.636477164,2.5484,0.0964,70.024,119.8059,120.067
11360,65.9841,3.29,0.637641606,2.5535,0.1048,70.7499,119.1013,119.188
11360.5,75.6952,3.2912,0.652473102,2.5588,0.1192,72.3605,119.8169,119.9999
11361,84.2936,3.3029,0.645422564,2.5614,0.1289,73.0039,121.7223,122.0705
11361.5,85.4942,3.3164,0.652962192,2.5589,0.1337,72.96,123.9521,124.2695
11362,86.5325,3.3287,0.649363876,2.5541,0.1273,72.8661,125.4618,125.7973
11362.5,82.4958,3.306,0.589078465,2.5504,0.1241,72.5389,125.8678,126.2082
11363,74.4484,3.2537,0.571399826,2.5465,0.1202,72.1606,125.2682,125.4745
11363.5,65.1099,3.1859,0.587246684,2.5412,0.1094,71.6842,124.0962,124.2219
11364,59.5357,3.153,0.594097948,2.5373,0.1007,71.0073,122.6367,122.8289
11364.5,63.825,3.1693,0.621697226,2.539,0.1024,70.8894,121.2655,121.5793
11365,72.364,3.2393,0.654246543,2.5441,0.1139,71.4404,120.5117,120.8356
11365.5,81.2828,3.3246,0.659805189,2.5489,0.1237,72.2687,120.7651,121.0667
11366,82.1139,3.3917,0.65411173,2.5556,0.1223,72.4312,121.8467,122.1466
11366.5,73.9793,3.3834,0.647612284,2.5649,0.1193,72.2404,122.7314,122.9227
11367,62.6559,3.3427,0.649653452,2.57,0.1158,70.7554,122.5166,122.6019
11367.5,58.2809,3.3191,0.678687694,2.565,0.1065,69.7605,121.239,121.3238
11368,60.7645,3.3552,0.68891924,2.5535,0.0998,70.0708,119.6465,119.8463
11368.5,69.5399,3.3889,0.683991008,2.5526,0.1035,70.7264,118.8745,119.2504
11369,74.4841,3.3859,0.678073113,2.5582,0.1122,71.6393,119.3972,119.8641
11369.5,77.6904,3.3542,0.659575854,2.5655,0.1198,72.465,121.1001,121.2672
11370,79.0441,3.3386,0.677184588,2.568,0.12,72.4393,122.7956,123.3542
11370.5,84.1317,3.3638,0.709017539,2.5683,0.1217,73.0435,124.0529,125.2465
11371,86.8438,3.4331,0.714981383,2.5677,0.1262,73.5591,125.502,126.6774
11371.5,89.5843,3.507,0.737613211,2.5733,0.1294,75.6673,127.5285,128.2266
11372,95.4716,3.5372,0.764635225,2.5856,0.143,76.0943,128.7246,129.1758
11372.5,96.1948,3.5362,0.738341684,2.5923,0.1488,75.1581,130.7409,130.7651
11373,89.0613,3.5111,0.743058381,2.5883,0.1434,73.6395,130.4304,130.5727
11373.5,72.6019,3.5071,0.772318992,2.5778,0.1289,70.6639,126.495,127.1175
11374,57.3233,3.5082,0.846922458,2.5789,0.1129,68.7816,121.4973,122.3102
11374.5,48.1147,3.5279,0.973188928,2.5845,0.0894,66.8029,116.7708,117.4116
11375,42.9486,3.5663,0.956273292,2.586,0.0745,65.2894,112.186,112.7264
11375.5,43.6664,3.5827,0.90206901,2.5839,0.0686,64.9094,110.0351,110.8848
11376,47.0966,3.5802,0.891807205,2.5796,0.0687,65.3237,108.2868,109.4891
11376.5,50.2265,3.527,0.956460808,2.5857,0.0676,65.3778,108.3513,109.1006
11377,53.696,3.4869,0.973553854,2.5912,0.0652,64.9197,108.7805,109.2903
11377.5,55.4882,3.4597,0.906526445,2.5955,0.0647,64.3823,109.554,110.2115
11378,60.9955,3.4655,0.79250081,2.5897,0.0678,65.95,112.4058,113.3947
11378.5,70.2575,3.4888,0.749309539,2.5775,0.0839,68.4845,116.1582,117.1878
11379,77.2301,3.5093,0.775396342,2.5665,0.1066,71.6527,120.1208,120.8751
11379.5,82.2441,3.5057,0.826740837,2.5634,0.128,73.3899,122.4603,122.629
11380,79.1889,3.4665,0.910632248,2.5633,0.1204,73.6101,119.9313,120.3272
11380.5,73.8298,3.4419,1.016554516,2.5582,0.1099,73.1599,116.6126,116.835
11381,67.6476,3.4602,1.074220888,2.5551,0.0977,71.3844,115.0428,115.623
11381.5,63.3877,3.5535,1.104611031,2.5607,0.0892,69.6783,112.597,113.6325
11382,59.8199,3.6835,1.134682534,2.5719,0.0843,67.5965,111.2473,112.1415
11382.5,55.6551,3.7815,1.091698254,2.586,0.0803,66.6687,111.8283,112.638
11383,56.5144,3.8151,0.938743169,2.5935,0.0835,67.252,114.4431,115.4152
